dataMatrix	HU_011	HU_014	HU_015	HU_017	HU_018	HU_019	HU_020	HU_021	HU_022	HU_023	HU_024	HU_025	HU_026	HU_027	HU_028	HU_029	HU_030	HU_031	HU_032	HU_033	HU_034	HU_035	HU_036	HU_037	HU_038	HU_039	HU_040	HU_041	HU_042	HU_043	HU_044	HU_045	HU_046	HU_047	HU_048	HU_049	HU_050	HU_051	HU_052	HU_053	HU_054	HU_055	HU_056	HU_057	HU_058	HU_060	HU_061	HU_062	HU_063	HU_064	HU_065	HU_066	HU_067	HU_068	HU_069	HU_070	HU_072	HU_073	HU_074	HU_075	HU_076	HU_077	HU_078	HU_079	HU_080	HU_081	HU_082	HU_083	HU_084	HU_085	HU_086	HU_087	HU_088	HU_089	HU_090	HU_091	HU_092	HU_093	HU_094	HU_095	HU_097	HU_098	HU_099	HU_100	HU_101	HU_102	HU_103	HU_105	HU_106	HU_107	HU_108	HU_109	HU_110	HU_112	HU_113	HU_114	HU_115	HU_116	HU_117	HU_118	HU_119	HU_120	HU_121	HU_122	HU_123	HU_124	HU_125	HU_126	HU_127	HU_129	HU_130	HU_131	HU_132	HU_133	HU_134	HU_135	HU_136	HU_137	HU_138	HU_139	HU_140	HU_142	HU_143	HU_144	HU_145	HU_146	HU_147	HU_148	HU_149	HU_150	HU_152	HU_154	HU_155	HU_156	HU_157	HU_158	HU_159	HU_160	HU_162	HU_163	HU_164	HU_166	HU_167	HU_168	HU_169	HU_170	HU_171	HU_172	HU_173	HU_174	HU_175	HU_177	HU_179	HU_180	HU_181	HU_182	HU_183	HU_184	HU_185	HU_186	HU_187	HU_188	HU_189	HU_190	HU_191	HU_192	HU_193	HU_194	HU_195	HU_196	HU_197	HU_198	HU_199	HU_200	HU_201	HU_202	HU_203	HU_204	HU_205	HU_206	HU_207	HU_208	HU_209
Hydroxyphenyllactic acid	3.959217417	4.7746982	3.457264319	3.805230444	4.567749234	4.413443475	4.398338756	3.899031787	4.182781481	4.052861502	3.701510177	3.727090801	3.832110389	3.945884164	4.001123201	3.93428456	4.061211166	4.452515919	4.651141269	4.221234657	4.551629486	4.014022002	4.347069881	4.607224561	4.140099182	4.623355189	4.229334657	4.610683883	4.300694283	4.257820381	4.196057652	4.033600172	4.190181129	4.363748239	4.36225888	4.529039362	4.58501606	4.721550016	4.48959368	4.031103382	3.887439925	3.421020593	4.209418663	4.399725994	4.344333961	4.233509276	4.196792095	4.46755515	4.057574804	4.237395496	4.512004238	3.728033819	3.203497905	4.328205079	3.501965065	4.175298261	3.96565232	3.880560295	4.33875911	4.003871643	4.612304589	4.336677673	4.282635551	4.047371866	3.778759797	4.369080432	3.951525215	4.112165721	4.409239866	4.004693373	4.986103581	3.88109775	4.408585254	4.225526661	3.201573806	4.27269161	4.190592708	5.077770746	4.44546873	4.287048036	4.288975789	4.541632632	3.806530397	4.403872445	3.718781541	4.298385818	4.279111453	4.435975955	4.342274794	3.669728066	4.055568739	4.270918034	3.77441146	3.899089252	3.607303096	4.20983163	4.151141669	4.290911369	4.457272827	4.208096346	4.338810266	4.145108336	3.792040108	4.198380221	4.170382368	4.466278666	4.586087143	4.012170362	4.277405452	4.562791765	4.407174915	4.395096692	4.316153913	4.261480471	4.14413833	3.634536583	4.757604108	4.003506306	4.410089439	3.781970132	4.968567493	3.797772595	4.079334447	4.09508471	3.745488717	4.053733869	4.335520026	4.609481364	4.155458247	3.339208362	3.996329249	3.983570608	4.74241778	4.360508239	4.407460709	4.266838128	4.281466815	3.462959414	4.29828428	4.223274125	4.378904878	3.402341252	4.387389769	4.499347989	3.862868802	4.648858889	4.977407635	4.258109138	5.093650954	4.190659695	3.598162996	4.093556916	3.690273805	4.444775963	4.035539612	4.211078784	3.60366961	4.031757488	3.953881579	4.932062447	4.902649063	4.325015164	3.961916218	3.655265521	3.477494018	4.067113425	3.748321748	4.847839447	3.844473841	4.281623768	3.542234664	4.720023914	3.979118095	4.135740449	3.923872798	3.877114564	3.662919671	4.687393606	4.39528041	4.843950551	4.546663495	4.766393928	4.61182424
Hydroxysuberic acid isomer 1	4.144705403	3.914817917	4.118942163	4.016531806	4.513976916	4.522243053	4.285403698	4.342154264	3.924279126	4.366647384	4.469864155	4.976970144	4.162378033	4.049386125	4.240019565	4.334291758	4.542278478	4.389010605	4.138563572	4.438416093	4.498221059	4.303678684	4.221448876	3.988971473	4.435946462	4.241119434	4.262258144	4.79386579	4.488099749	3.945453277	4.393734888	4.397420668	4.301083657	4.380994205	4.127391755	4.204329514	4.254143488	4.44695043	4.522612738	4.381412852	4.299224006	3.990272339	4.394347075	4.040006973	4.567255087	4.435613289	4.400651854	4.212317152	4.542814939	4.375791888	4.329849213	4.359914932	4.458373621	4.543850609	4.11412778	4.447103472	4.20010677	4.538600054	4.228280646	4.325472577	4.252069179	4.220340693	4.351665407	4.3391945	4.023619504	4.489888042	4.523369458	4.20941117	4.194560521	4.249973491	4.361839662	4.005542959	4.648201559	4.56740739	4.081715484	3.848746942	4.26332104	4.124255829	4.460454156	4.827310291	3.995318425	4.229915118	4.291741862	4.610505536	4.647926358	4.868524459	4.306128222	4.257802822	4.21039602	4.58510712	4.60761948	4.639673641	4.077559092	4.409509612	4.711504573	4.776768461	4.126365396	4.93785731	4.456377159	4.556379124	4.541253146	4.192737214	4.559415523	4.296264528	4.140275927	4.299546615	4.115155954	4.381814031	4.24598474	4.379393303	4.347555355	4.085712798	4.860704482	4.45000418	4.254892161	5.085366473	4.269422264	4.103345178	4.335497007	4.616897702	4.650494624	4.36560137	4.357906847	4.19802683	4.246297818	4.304997199	4.580731277	4.383417485	4.153042026	4.193249037	4.532266672	4.210513682	3.877898772	4.41164339	4.553296486	4.392118999	4.255983333	4.245322848	4.375085662	3.501977743	4.11019149	3.071583994	3.923260626	4.251076891	4.470506744	4.150614595	4.652168676	4.312681933	4.581145079	4.319989308	4.123947159	4.698161147	4.258927502	3.898712888	4.282024265	4.150906295	3.804466045	4.475388248	4.275965071	4.427164904	4.597372388	4.447296374	4.269894533	4.885277779	4.668776693	4.038633134	4.296337821	4.311152862	4.769922833	4.330749606	4.32679194	4.05391565	4.559818415	4.063704921	4.851577771	4.229145143	4.338693741	4.20890346	4.325720566	4.55024814	4.458826922	4.683903096	5.206982705
Hydroxysuberic acid isomer 2	4.295284686	4.351691984	4.050347912	4.476785326	4.474938192	4.145573966	4.098720809	4.632852997	4.448490639	4.39266973	4.312070036	4.109924286	4.219913588	4.19746051	4.592835007	4.327363558	4.446781103	4.636442485	4.355988418	4.409273441	4.483293525	4.489180971	4.196126612	4.267684629	4.141754605	4.130937904	4.209138076	3.754969139	3.764841597	4.207547204	4.096144918	4.259630436	4.124115295	3.927281919	4.183801393	3.832349421	4.299320282	3.783795559	4.2381878	3.96431657	3.111441418	4.162554788	4.260495207	3.82777952	4.173838719	4.212833395	4.274637707	4.48498412	4.508967048	4.528003039	4.251809614	4.616091079	4.283540389	4.189354995	4.476456189	3.082213857	4.221298851	4.294973349	3.226830641	4.158236387	3.568805272	4.326496164	4.241551292	4.572082909	3.973012405	4.594610387	4.543973286	4.112547206	4.019009756	4.150066567	4.40633231	4.628981905	4.693255718	4.92929413	4.296871725	4.101882673	3.812234114	4.507406599	4.338383646	4.823838229	3.478325135	4.083768262	4.449974878	4.437978499	4.963801205	3.795648629	4.06659559	4.327182723	4.071588258	4.532926992	4.645986412	4.465882332	4.163032797	4.536827574	4.753183221	4.986176411	4.415358637	4.520882778	4.464419965	4.560460365	4.467591553	4.226198194	4.470720527	4.492288795	4.126402668	3.183760163	4.4327761	4.103448591	4.326567569	4.218262475	3.959957684	4.027573089	4.309092244	4.813540287	4.148156954	4.395528973	3.701406888	4.394462608	4.841337727	4.788748719	4.317592094	4.31997786	4.414210832	4.614521049	4.819447462	4.444999096	4.569037934	3.928345027	4.471443693	3.788532868	4.413122574	4.50437917	3.681419431	4.218097729	4.163469208	4.123699519	3.992317776	4.669446561	4.223482269	3.988116441	4.136975939	3.637542861	4.089309199	4.453895655	4.100302891	3.990302589	4.709592004	4.367374161	4.568026774	4.206736023	4.44539644	4.899803439	4.437073919	3.986544636	4.334172635	4.382537367	4.253406907	3.942775454	3.870360096	4.428713838	4.568407465	4.289774046	4.107396519	5.493512973	4.558551711	4.230008977	4.175076848	3.683935878	4.419333208	4.775206575	4.084944527	3.944814642	4.579656668	3.637578915	4.442723844	3.962425615	4.349661246	4.164361872	4.476814169	4.510899972	4.21281001	4.499599349	4.112267314
Isovalerylalanine isomer	3.878689037	4.16756426	4.427536001	4.377871091	4.700257705	4.067620181	3.918469764	4.481128255	3.978227936	3.96921542	4.435000147	3.782618485	4.109885125	4.126640846	4.362388596	4.128542209	4.52046266	4.816274879	4.881582233	4.473484203	4.090203183	4.641664294	4.810348877	4.41061049	3.891813535	4.337487178	4.310444815	4.259243129	3.944113094	4.018618094	3.404236722	3.90479245	4.045973611	3.56345757	4.236182952	4.071445735	4.318295694	4.231806988	4.218238304	4.214393128	3.727828555	4.167320546	4.639434867	3.591083431	3.972759138	4.166871169	4.690375615	4.499454388	4.281409674	4.685818606	4.361562863	4.527869568	4.152581637	4.372755586	3.551508291	4.312019652	4.316304678	4.419733914	4.492847638	4.266300419	4.401639232	4.317832308	4.026809684	4.23402821	3.784390171	4.673714247	4.437149191	4.129383771	4.713260681	4.397070904	5.131916989	4.679517583	4.822632615	4.466989858	4.633423069	3.839710918	4.537968182	3.926495195	4.357528973	4.377687298	3.8955673	4.370500777	4.632216417	4.077669937	4.616216404	4.432957188	3.762776451	4.454513418	4.556774702	4.336794407	4.207343361	4.116813201	4.176629032	4.884450435	4.20362285	4.788865118	4.167782638	4.29098975	4.472214003	4.478494063	4.471465365	4.019199996	4.588555574	4.395139782	4.373719515	4.081414196	4.375292119	4.321794718	4.348816347	4.285083705	4.223500809	4.305783072	4.563254019	4.88167997	4.321640016	4.234083258	4.230461357	4.469616379	4.794666699	4.460056758	4.465879402	4.419359982	4.353482286	4.34405663	3.800365997	4.573624383	4.652764242	4.434016511	4.49687697	3.994820609	4.704091606	4.195382477	4.639577304	4.271099459	4.583881075	4.361528803	4.441861357	4.397484496	4.518016536	4.237630274	3.980313926	4.594907223	4.19330765	4.055409745	4.289049743	4.678795643	4.523970774	4.208343635	4.459245714	4.449298544	5.144795656	4.34052993	4.460696348	4.241310551	4.405114757	4.417538654	4.463953025	4.746246313	4.11508846	4.382436302	4.321566288	4.496524497	4.178017519	4.803421276	4.357605656	4.173412057	3.929985731	4.088210528	4.226973681	4.614434609	4.226166966	4.020699915	4.269074644	4.233774078	4.467716308	4.086683923	3.984197959	4.32306533	4.036782513	4.549852667	5.34643563	4.749275476	4.725939133
Ketoleucine	3.522784347	3.861881879	3.839057211	4.034677513	4.078886294	4.030811582	4.047805343	4.267998269	3.488479776	4.198069245	4.287264164	3.867967803	3.78285437	3.769634989	4.08887777	4.081537558	4.072513328	4.211880238	4.192746221	4.012416258	3.828692611	4.283847967	3.956520568	4.140424789	2.548341533	3.677585778	4.016670561	3.859831811	4.054434653	4.078033425	3.33608653	4.030430718	4.26964476	3.574594872	3.723144681	3.927695346	4.033660079	4.848883476	3.986944424	3.869654828	4.071363089	3.686068881	3.722594215	4.241460206	3.983362031	4.103256198	3.962928877	4.002679412	3.928708528	3.727543757	4.161231289	3.850190683	4.076822892	4.125873751	4.009543486	4.404597653	3.782862247	4.137503439	4.191406829	4.038506124	4.280495031	3.92966527	4.308019074	3.991823475	4.042428767	4.32753648	4.312975222	4.196583879	3.109829369	4.061428593	4.434328082	4.131824514	4.149933612	4.214480758	4.143904923	4.328402299	3.848935685	4.202825966	4.142391882	4.099579193	3.800830423	4.132821028	4.346008737	4.273154183	3.94789911	3.840887364	4.046866079	4.078569262	3.797634114	3.74102081	3.907901771	3.874289074	3.8549114	4.394699294	4.205591647	4.397073008	3.980323736	4.255340674	4.157183798	3.969991865	3.895664057	4.019581357	3.781553662	4.141971638	4.161000393	4.015411208	4.174416917	4.117735162	4.024833767	4.330538932	3.677130298	3.931391903	4.037318632	4.340830262	4.17221139	4.229656501	3.825924121	4.116695336	4.224813331	4.359040111	4.441488821	4.176207922	4.180839153	4.163833053	3.783676104	4.051837343	4.163831372	4.232623442	3.951647984	3.823312455	3.90111808	4.360216588	2.825294783	3.993464974	4.014417647	3.796855617	3.878765158	4.285205734	4.432123072	4.27614633	4.047265163	4.074745275	2.656454573	4.062305632	3.969759039	3.915112441	4.373375984	3.894389178	3.82154154	4.021733309	4.24408178	4.230270809	4.242521915	3.855018018	3.687941012	4.026763749	3.402025444	4.26360185	3.742488112	3.695978359	3.955536894	4.065041232	4.363756019	4.423605944	3.932973369	4.036659156	4.170043103	4.350912725	4.181166703	4.107573913	4.023646868	4.024618124	3.763540042	4.043427351	4.105615525	4.170680368	4.063520881	4.254683362	4.095361521	4.277928071	3.934981306	4.175478962	4.279006167
Kynurenic acid	4.012746846	4.068846823	4.157414109	4.392389285	4.296854466	4.323642399	4.009272014	4.356818646	4.165834003	4.267298105	4.310529944	4.320476893	3.85006516	3.923432135	4.214422553	4.194590435	4.29827385	3.975408912	4.337554616	4.620768444	4.006888376	4.365831502	4.225926144	4.200446498	4.165236614	4.17939256	4.43247861	4.250972899	4.207895392	4.365396272	4.004943296	4.019720554	4.338927848	4.066294256	4.184172434	4.473982589	4.342110428	3.955581336	4.368409456	3.707358673	4.339726106	3.805894104	4.012599519	4.499136642	4.224863557	4.518864797	4.38218759	4.501899178	4.266805453	4.266631517	4.20001263	4.500444974	4.467431479	4.542554229	4.487592936	4.178487768	4.561981052	4.606450682	4.464989185	4.370280326	4.482833108	4.382266528	4.60654788	4.319147992	4.555443957	4.357598603	4.370369715	4.560383017	4.355562661	4.518402238	4.711883692	4.480253985	4.290939738	4.452693541	4.33632833	4.238131962	4.318978974	4.276225895	4.490078325	4.645889584	4.325358847	4.324896712	4.231757094	4.395193694	4.45695523	4.495560015	4.326055054	4.265329147	4.414563529	4.56266629	4.545475042	4.211828103	4.101718912	4.406310158	4.526483979	4.389907921	4.476973142	4.1007761	4.387168198	4.518491862	3.754846699	4.277818885	4.481097013	4.508962138	4.509906087	4.249842508	4.425014797	4.541190687	4.455510256	4.284838833	4.387862771	4.339622497	4.587972896	4.312493323	4.388433245	4.286201435	4.183398571	4.0885388	4.309211971	4.522513396	4.632258698	4.556519737	4.557255169	4.462341634	4.466743845	4.320219231	4.158507972	4.300642033	4.259888758	4.278507407	4.415327463	4.293274652	4.130579286	4.196905792	4.330109704	4.452502716	4.336547773	4.245626546	4.312584098	4.350863739	4.461459261	4.414344106	4.19251707	4.388388283	4.394166651	4.510295716	4.315295108	4.289984324	4.076098511	4.465190634	4.369087174	4.245381467	4.548631446	4.310796991	4.44414451	4.398650198	4.24288096	4.273955765	4.147731717	4.40529666	4.575394126	4.358005163	4.259410909	4.506484067	4.589253049	4.418940899	4.441226365	4.508359998	4.746235747	4.348513987	4.450485403	4.401273081	4.294544192	4.283250196	4.5716631	4.43153063	4.376272612	4.649479841	4.405740316	4.449623462	4.514316281	4.60396967	4.77474238
Malic acid	3.534346694	4.069773502	3.696515321	3.940602141	4.231243326	4.333562176	4.045153992	4.351572535	4.033538577	3.922149758	3.849889509	3.82418732	4.216862635	4.031303531	4.304139105	4.112283888	4.148779453	4.387124547	4.391885361	4.451635231	3.758607255	4.721897754	4.134592645	4.041013346	3.735701363	4.213910943	4.009656649	4.096172997	3.981104145	4.442230802	4.012148409	4.714358297	4.399314509	4.217354049	4.334283539	4.340643559	4.062583465	5.248973304	4.236662417	4.199027152	4.348838924	4.227580863	4.048961551	4.090259874	3.824394868	4.393993641	4.710046124	4.153728801	4.437642241	4.198497145	4.436627595	4.224963236	4.131054884	4.677443003	3.821974598	4.325980803	4.157634189	3.981192157	4.920439995	4.105911481	4.181916656	4.164518002	4.143098072	4.279938887	4.346193198	4.494014743	4.349907462	4.265497545	4.295940411	4.119770543	4.418601906	4.263745478	4.570167407	4.382433981	4.242360277	4.588931429	3.820814986	4.615069218	4.291498892	4.241951781	4.081699621	4.302081388	4.298469352	4.371684968	4.317989728	4.319700061	4.064998129	4.284985339	4.069202503	4.070471731	4.439533243	4.063111248	4.40361471	4.287737293	4.370174494	4.594838809	4.301985675	4.092141633	4.238567472	4.381218742	4.428831304	4.718649562	3.921851947	4.153190532	4.295582766	4.388161779	4.237407758	4.121574866	4.13695682	4.583274969	3.902804436	4.040225373	4.449904757	4.231122826	4.384148862	4.113776577	4.48836889	4.027391622	4.358388483	4.220419514	4.424974852	4.042840872	4.179133904	4.27531713	4.415507072	3.98686536	4.54838617	4.436866668	4.530013431	4.111850208	4.327279047	4.2951689	4.787562248	4.239612869	4.315758663	4.483307357	4.223291241	4.270803326	4.770570817	4.564503438	4.498604428	4.497371502	3.921826267	4.559860413	4.322029162	4.841735908	4.667929184	4.449208275	4.515982374	4.53654634	4.846208136	4.090322109	4.324348253	4.247444891	4.10181752	4.16544904	4.321785884	4.353328685	4.300085179	3.985387538	4.590096164	4.804992446	4.537420474	4.323326933	4.095893014	4.301015021	4.472980245	4.333634287	4.307040977	4.506594072	4.059781111	4.412783129	3.871285467	3.986032319	4.390161979	4.288514173	3.972771953	4.370143259	4.14623146	4.727567341	4.587614075	4.641852928	4.446096988
Methoxysalicylic acid isomer	4.060952031	4.112546615	4.288847415	4.458436925	4.189122646	4.562834529	4.009719041	3.906832407	4.694805934	4.970444034	4.676988099	4.389579971	3.854946976	4.400599379	4.18617087	4.422786278	3.323350499	2.987293978	4.442835162	4.308571536	4.20391787	4.442077419	4.020279518	3.622024678	4.374117434	4.279265901	3.085641914	3.804577605	3.865870399	4.903225484	4.538105397	3.805652796	4.821084254	3.992747496	4.383416047	3.377111562	4.261983508	2.109093389	4.905334457	3.794701257	3.66638302	3.730425618	3.268374328	4.531302899	3.546849666	4.800743674	4.349585482	3.894923492	4.226748027	4.049590291	4.216032486	4.136902885	5.237012867	4.646455525	4.219377682	4.662697504	3.304849447	4.287288957	4.393472749	3.808821818	4.189535303	4.383886089	5.243215	4.432488403	4.770558267	2.681691398	4.286847582	4.526059106	4.662944258	3.957341615	4.474705848	4.097400103	4.981472367	4.371442564	4.297737503	4.566869793	4.080729427	4.608125487	4.281645984	4.564848738	4.707533691	4.20219478	4.304771893	4.320174224	4.173095989	4.093827659	4.247995928	4.334833513	5.02655211	4.048762631	3.823431485	4.366620072	4.347998872	4.627333312	4.64204667	4.670646439	3.114853134	4.433799287	3.80001037	4.548736628	3.174555812	4.761015589	4.436204017	4.49301415	4.565814769	4.531469651	4.391461859	4.564735391	4.672334609	4.460783385	4.528518534	4.866579673	4.899487239	4.414628357	4.718513337	4.277097588	3.999656135	3.954340987	3.999573303	4.221231333	4.316516412	3.656058164	4.473970933	5.492421166	4.404297627	4.30281766	3.761315628	4.174811983	3.621221229	4.923717544	4.449136821	4.64825022	3.636778958	3.999423675	3.783456584	3.906170957	4.651629702	3.832297308	3.901628925	3.949164973	4.601518728	3.828048787	4.817574135	4.356593453	4.544337266	4.449714562	4.566747142	4.568582937	4.796861927	4.433345479	3.451249932	4.27941558	4.54799299	3.828523468	4.708330493	4.452925761	4.481455314	3.314501715	3.92883579	4.968472751	4.377501869	4.262256203	4.078000218	3.926755553	4.63068174	3.950124247	3.910855988	3.993505637	4.597300917	4.240450343	4.391160926	4.199543663	4.111434583	3.967947811	3.823797376	4.42346304	4.388570988	3.719727183	4.128946671	4.347302549	4.142374765	4.287596947	4.176100819
Methyl (hydroxymethyl)pyrrolidine-carboxylate/Methyl (hydroxy)piperidine-carboxylate	3.899312973	4.233934536	4.520556275	4.35559171	4.407202469	4.232537051	4.249504177	4.397296209	3.773416636	4.34729037	5.186590378	4.535448387	3.211032645	4.135758092	4.475619099	4.428625338	4.813159862	4.70886243	4.375575493	4.31094144	4.491268384	3.927232963	4.540481337	4.308581507	3.302248204	4.151872243	4.493944894	4.234071347	4.186476372	4.705388181	3.607576207	4.41104398	4.353059633	4.027610505	4.19823232	4.448144808	4.886207118	3.860022872	3.969514647	4.269530066	4.373774713	3.186123341	4.876890745	4.629110049	4.240819844	4.412809091	3.967919212	4.54826158	4.205132004	4.148091174	4.799881689	4.121668988	4.084524739	4.800355421	4.127774598	4.172305401	4.699537804	4.739071358	4.51134703	4.243963408	4.198252568	4.568404225	4.929490316	3.907736159	4.479382947	4.452945705	4.192916401	4.360984508	4.031983903	4.244858201	4.848808398	4.38477094	4.855925862	4.832920554	3.904552233	4.405422794	4.474946597	4.48468437	5.025890602	4.118918645	4.148664136	4.387835901	3.941271725	4.552441989	4.004115908	4.690835504	4.111860807	3.939747133	4.122197203	4.002491439	4.423396385	5.116725057	2.989258929	5.06079674	5.012677826	4.928610084	4.567139319	3.592448444	3.967860573	4.328430132	3.709541741	4.041881053	4.619437975	4.428287694	4.668683113	4.152031201	4.04939548	4.49743367	4.251476875	4.957190502	4.330673626	3.890509805	4.449877381	4.424711371	3.73290667	4.031157711	4.20144362	4.587364789	4.681879372	4.498395396	5.055394773	4.164920652	4.603126063	4.046975266	3.915565446	4.41958122	4.555014517	4.055687815	4.72022915	4.235378875	4.476740605	4.145586119	3.91775998	4.720206579	4.408831277	4.452540655	4.571191837	2.710569121	3.944666136	4.125026469	4.460279916	4.329960954	4.012570587	4.466839367	3.964973443	4.574751398	3.999326826	4.530579731	4.219569984	4.416083748	4.213264101	4.744502009	4.200152861	3.773993257	4.532270917	4.075978117	3.761242048	4.576400581	4.143818844	4.26065744	4.469650648	4.686495435	4.225788269	4.463726512	4.334691214	4.356876487	4.015965341	4.616068049	4.371356788	4.510472107	3.977130034	4.327802404	4.568152085	4.12484649	4.306403448	4.672027031	4.310193863	3.934298716	4.592896303	4.695167723	4.620513946	4.440138437	4.755157467
Methylinosine	3.979666714	4.191844897	4.362142931	4.272384159	4.487805084	4.378914363	4.139627672	4.35572884	3.799671623	4.216277497	4.341552408	4.426027462	4.212118607	4.031605082	4.295766854	4.249186693	4.433740916	4.077336053	4.282154632	4.127707969	4.176079951	4.203686736	4.253369219	4.305828404	3.803012298	4.13313631	4.479357478	4.188951285	4.591616199	4.428881183	3.446453555	4.002942918	4.264590161	3.938392056	4.225819497	4.407909605	4.22636798	3.961365137	3.997475881	2.092805747	4.407251232	3.742384683	4.119943402	4.087403226	4.14088594	4.203143645	4.225033075	4.372033717	4.483205679	4.332565391	4.304506709	4.515378358	4.176719337	4.675071351	4.215182144	4.218886021	4.364237986	4.215952385	4.641747576	4.29916152	4.40511548	4.354519746	4.374019418	4.176782673	4.567713434	4.601482834	4.311779888	4.373154535	3.890738317	4.43263288	4.719642454	4.181370807	4.610282988	4.448302077	4.258120642	4.263024978	4.065580685	4.24878583	4.515244102	4.50150076	4.181922329	4.311989013	4.386034178	4.587250743	4.382835833	4.020608518	4.27157868	4.393744071	4.161786115	4.324379589	4.074945339	4.202957389	4.223743842	4.208168357	4.403894101	4.591294731	4.41941123	4.348028988	4.508646477	4.516240547	4.329624207	4.368593973	4.29933577	4.417631453	4.240214344	4.511603578	4.358934433	4.47351656	4.273009354	4.427613573	4.081407095	4.224809433	4.256754904	4.335744987	4.221093348	4.353435994	4.220312808	4.282896704	4.452688192	4.481620234	4.758371109	4.281989406	4.279010426	4.311183273	4.594918221	4.313423159	4.410681478	4.333840712	4.481155058	4.272189444	4.509407834	4.470557013	4.029223347	4.413571788	4.398387285	4.418546369	4.468682356	3.752094636	4.210881537	4.02857611	4.373321824	4.338678612	2.27217509	4.396386554	3.14959228	4.256287744	4.534402106	3.999681559	4.218804264	4.121752802	4.349464414	4.482570643	4.318126087	3.981242859	4.082143663	4.233079654	4.053242236	4.210734054	4.294900093	4.365060059	4.405620449	4.247772943	4.670905069	4.713122954	4.422002641	4.339492094	4.33972484	4.562381924	4.653462071	4.385104504	4.271697482	4.186971485	4.26165763	4.196887882	4.257340595	4.35725992	4.339862897	4.803101534	4.332232576	4.536402955	4.383072459	4.401136643	4.547549743
Mevalonic acid isomer 1	3.329768714	4.01885596	1.55128105	2.800934288	4.112110246	4.144181722	3.266306242	3.548106496	1.450744405	3.890604119	5.414234532	3.434944007	3.288683315	2.659873804	5.281449243	3.823955243	3.887871621	3.940179057	3.968164472	1.437872137	3.499853957	4.560265779	3.755147141	2.599752557	2.23822886	4.753462502	4.459311073	3.910512793	3.394074337	3.86234362	1.986649296	4.373589103	4.483316872	3.188947997	3.643117677	5.631947911	5.778234719	4.342018885	3.787732344	5.411551874	3.944692581	1.768900941	3.544871834	3.707130837	3.779851683	5.463196078	3.5476364	3.717418009	4.011571837	3.720767967	3.892619609	4.392909575	3.770370485	4.641493433	4.054192872	1.57837002	3.398297034	5.241902036	4.532136532	3.792704991	1.717365934	4.096117725	3.899798089	3.897687042	4.13970206	4.280247232	4.491425061	3.875900821	3.741221643	4.077613133	4.425680953	4.029188057	4.485756	3.946067132	3.557552791	4.161107904	3.469574506	2.173480289	3.624065496	3.839294538	4.089084936	4.368441341	3.566072258	3.526212189	3.527633165	4.122670725	4.044074066	3.310279714	3.808402658	3.502572583	4.025560484	3.460012368	2.915323603	4.140850892	3.787825769	3.583514446	4.356772353	4.741681861	3.663322466	3.052734099	3.165872601	3.065972444	2.105901578	4.256446681	5.240803343	3.534537557	3.476192506	4.176661172	4.086790889	4.060151495	3.249549955	3.629384379	4.73777147	4.045241987	3.350672539	3.75042517	3.537314649	3.614248388	4.930515151	3.55285965	4.98577501	3.86112046	4.585115302	3.926586012	4.135818984	3.597819221	4.035827085	4.126097854	4.609116594	2.867036597	3.432469709	3.853016375	3.509530047	3.832708303	4.354521391	3.56524289	3.63231974	3.948999292	4.011461657	4.253022053	3.36635185	3.892230775	1.877408149	4.218293669	3.868060055	3.677959432	3.924576676	3.732474881	4.400633532	4.884217649	3.440541697	3.784883446	3.975001105	3.525072625	4.744875812	2.864421734	4.319293931	3.779487054	3.488463582	3.613148976	3.69844603	3.236850067	5.179596383	3.702668326	3.773538731	4.63146966	3.51188323	4.247238657	4.259951873	4.779933449	3.847600876	3.878634272	3.52874316	3.316667446	4.347027385	3.82093297	3.891593055	3.901150335	4.01205817	4.157738639	4.319196889	3.827124391	4.188049575
